Port Name,Latitude,Longitude,Port_Type,Port Size,UN/LOCODE,Source URL
Port of Kerteminde,"55° 27' 5"" N","10° 39' 55"" E",Harbor,Small,DKKTD,http://www.worldportsource.com/ports/DNK_Port_of_Kerteminde_2978.php
Port of Kalundborg,"55° 40' 10"" N","11° 5' 15"" E",Seaport,Small,DKKAL,http://www.worldportsource.com/ports/DNK_Port_of_Kalundborg_675.php
Jyllinge Havn,"55° 44' 42"" N","12° 5' 46"" E",Marina,Small,,http://www.worldportsource.com/ports/DNK_Jyllinge_Havn_5016.php
Juelsminde Havn,"55° 42' 56"" N","10° 0' 46"" E",Harbor,Small,,http://www.worldportsource.com/ports/DNK_Juelsminde_Havn_4981.php
Hvide Sande Havn,"56° 0' 8"" N","8° 7' 29"" E",Harbor,Small,,http://www.worldportsource.com/ports/DNK_Hvide_Sande_Havn_4388.php
Port of Horsens,"55° 51' 15"" N","9° 52' 10"" E",Seaport,Small,DKHOR,http://www.worldportsource.com/ports/DNK_Port_of_Horsens_1224.php
Hundested Havn,"55° 57' 43"" N","11° 50' 48"" E",Seaport,Small,,http://www.worldportsource.com/ports/DNK_Hundested_Havn_4382.php
Hornbaek Havn,"56° 5' 41"" N","12° 27' 29"" E",Harbor,Small,,http://www.worldportsource.com/ports/DNK_Hornbaek_Havn_4961.php
Hollet Havn,"56° 39' 58"" N","9° 57' 11"" E","Pier, Jetty or Wharf",Very Small,,http://www.worldportsource.com/ports/DNK_Hollet_Havn_4958.php
Port of Holbaek,"55° 43' 17"" N","11° 43' 4"" E",Harbor,Small,,http://www.worldportsource.com/ports/DNK_Port_of_Holbaek_601.php
Karrebaeksminde Havn,"55° 10' 35"" N","11° 38' 46"" E",Harbor,Small,,http://www.worldportsource.com/ports/DNK_Karrebaeksminde_Havn_4376.php
Jegindo Havn,"56° 39' 6"" N","8° 38' 11"" E",Harbor,Small,,http://www.worldportsource.com/ports/DNK_Jegindo_Havn_5017.php
Port of Hirtshals,"57° 35' 42"" N","9° 58' 8"" E",Seaport,Small,DKHIR,http://www.worldportsource.com/ports/DNK_Port_of_Hirtshals_1223.php
Helligpeder Havn,"55° 12' 42"" N","14° 42' 25"" E",Harbor,Very Small,,http://www.worldportsource.com/ports/DNK_Helligpeder_Havn_4998.php
Havneby Havn,"55° 5' 13"" N","8° 34' 6"" E",Harbor,Small,,http://www.worldportsource.com/ports/DNK_Havneby_Havn_5013.php
Port of Hobro,"56° 38' 23"" N","9° 48' 33"" E",Harbor,Small,DKHBO,http://www.worldportsource.com/ports/DNK_Port_of_Hobro_2976.php
Havnso Havn,"55° 45' 15"" N","11° 19' 28"" E",Harbor,Small,,http://www.worldportsource.com/ports/DNK_Havnso_Havn_4964.php
Helsingor Havn,"56° 2' 4"" N","12° 37' 2"" E",Harbor,Small,DKHLS,http://www.worldportsource.com/ports/DNK_Helsingor_Havn_562.php
Port of Fomboni,"12° 17' 23"" S","43° 45' 19"" E","Pier, Jetty or Wharf",Very Small,,http://www.worldportsource.com/ports/COM_Port_of_Fomboni_3890.php
Port of Hanstholm,"57° 7' 17"" N","8° 35' 47"" E",Seaport,Small,DKHAN,http://www.worldportsource.com/ports/DNK_Port_of_Hanstholm_2974.php
Hammer Havn,"55° 16' 40"" N","14° 45' 20"" E",Harbor,Very Small,,http://www.worldportsource.com/ports/DNK_Hammer_Havn_4386.php
Port of Hasle,"55° 11' 9"" N","14° 42' 10"" E",Harbor,Small,DKHSL,http://www.worldportsource.com/ports/DNK_Port_of_Hasle_2975.php
Port of Moroni,"11° 42' 5"" S","43° 14' 56"" E",Harbor,Small,,http://www.worldportsource.com/ports/COM_Port_of_Moroni_3891.php
Halsskov Faergehavn,"55° 20' 45"" N","11° 6' 31"" E",Harbor,Small,,http://www.worldportsource.com/ports/DNK_Halsskov_Faergehavn_4975.php
Hals Havn,"56° 59' 15"" N","10° 18' 24"" E",Harbor,Very Small,,http://www.worldportsource.com/ports/DNK_Hals_Havn_5008.php
Port of Haderslev,"55° 15' 4"" N","9° 30' 25"" E",Harbor,Small,DKHAD,http://www.worldportsource.com/ports/DNK_Port_of_Haderslev_2972.php
Port of Hadsund,"56° 42' 49"" N","10° 7' 2"" E",River Port,Small,DKHSU,http://www.worldportsource.com/ports/DNK_Port_of_Hadsund_2973.php
Gyldendal Havn,"56° 34' 48"" N","8° 42' 37"" E",Harbor,Small,,http://www.worldportsource.com/ports/DNK_Gyldendal_Havn_4957.php
Gulfhavn,"55° 12' 3"" N","11° 15' 12"" E","Pier, Jetty or Wharf",Small,DKGFH,http://www.worldportsource.com/ports/DNK_Gulfhavn_4385.php
Gilleleje Havn,"56° 7' 39"" N","12° 18' 38"" E",Harbor,Small,,http://www.worldportsource.com/ports/DNK_Gilleleje_Havn_4962.php
Graasten Havn,"54° 55' 0"" N","9° 35' 59"" E",Harbor,Small,,http://www.worldportsource.com/ports/DNK_Graasten_Havn_2971.php
Gedser Fiskerihavn,"54° 34' 20"" N","11° 55' 37"" E",Harbor,Small,DKGED,http://www.worldportsource.com/ports/DNK_Gedser_Fiskerihavn_3679.php
Fur Harbour,"56° 48' 11"" N","9° 1' 16"" E",Harbor,Small,,http://www.worldportsource.com/ports/DNK_Fur_Harbour_4968.php
Frederiksvaerk Havn,"55° 57' 42"" N","12° 0' 44"" E",Harbor,Small,DKFDV,http://www.worldportsource.com/ports/DNK_Frederiksvaerk_Havn_4381.php
Gudhjem Havne,"55° 12' 48"" N","14° 58' 12"" E",Harbor,Very Small,,http://www.worldportsource.com/ports/DNK_Gudhjem_Havne_4982.php
Frederikssund Harbour,"55° 49' 55"" N","12° 3' 13"" E",Harbor,Small,DKFDS,http://www.worldportsource.com/ports/DNK_Frederikssund_Harbour_2970.php
Port of Grenaa,"56° 24' 49"" N","10° 55' 44"" E",Seaport,Small,DKGRE,http://www.worldportsource.com/ports/DNK_Port_of_Grenaa_1222.php
Port of Frederikshavn,"57° 26' 16"" N","10° 32' 46"" E",Seaport,Small,DKFDH,http://www.worldportsource.com/ports/DNK_Port_of_Frederikshavn_1221.php
Faldsled Havn,"55° 9' 9"" N","10° 8' 38"" E",Harbor,Small,,http://www.worldportsource.com/ports/DNK_Faldsled_Havn_4995.php
Fjellebroen Havn,"55° 3' 35"" N","10° 22' 48"" E",Marina,Small,,http://www.worldportsource.com/ports/DNK_Fjellebroen_Havn_5019.php
Fakse Ladeplads Havn,"55° 12' 50"" N","12° 9' 45"" E",Harbor,Small,DKFAK,http://www.worldportsource.com/ports/DNK_Fakse_Ladeplads_Havn_4380.php
Faaborg Havn,"55° 5' 43"" N","10° 14' 5"" E",Harbor,Medium,DKFAA,http://www.worldportsource.com/ports/DNK_Faaborg_Havn_2969.php
Port of Dania,"56° 41' 5"" N","10° 3' 12"" E",Harbor,Small,,http://www.worldportsource.com/ports/DNK_Port_of_Dania_2967.php
Port of Ebeltoft,"56° 11' 40"" N","10° 40' 14"" E",Harbor,Small,DKEBT,http://www.worldportsource.com/ports/DNK_Port_of_Ebeltoft_2968.php
Egernsund Havn,"54° 54' 36"" N","9° 36' 8"" E",Harbor,Small,,http://www.worldportsource.com/ports/DNK_Egernsund_Havn_4379.php
Dansk Salts Havn,"56° 40' 57"" N","10° 2' 18"" E","Pier, Jetty or Wharf",Very Small,,http://www.worldportsource.com/ports/DNK_Dansk_Salts_Havn_561.php
Bonnerup Havn,"56° 32' 3"" N","10° 42' 45"" E",Harbor,Small,,http://www.worldportsource.com/ports/DNK_Bonnerup_Havn_5018.php
Doverodde Lystbadehavn,"56° 43' 3"" N","8° 28' 24"" E",Marina,Very Small,,http://www.worldportsource.com/ports/DNK_Doverodde_Lystbadehavn_5007.php
Bregnor Havn,"55° 29' 9"" N","10° 35' 51"" E",Harbor,Very Small,,http://www.worldportsource.com/ports/DNK_Bregnor_Havn_4993.php
Christianso Harbor,"55° 19' 12"" N","15° 11' 9"" E",Harbor,Small,,http://www.worldportsource.com/ports/DNK_Christianso_Harbor_4984.php
Bolshavn Havn,"55° 9' 17"" N","15° 4' 36"" E",Harbor,Very Small,,http://www.worldportsource.com/ports/DNK_Bolshavn_Havn_4967.php
Bogense Haven,"55° 34' 3"" N","10° 4' 43"" E",Harbor,Small,,http://www.worldportsource.com/ports/DNK_Bogense_Haven_4973.php
Ballen Harbour,"55° 48' 58"" N","10° 38' 21"" E",Harbor,Small,,http://www.worldportsource.com/ports/DNK_Ballen_Harbour_2997.php
Bagenkop Havn,"54° 45' 7"" N","10° 40' 18"" E",Harbor,Small,,http://www.worldportsource.com/ports/DNK_Bagenkop_Havn_4997.php
Arnager Havn,"55° 3' 6"" N","14° 46' 49"" E","Pier, Jetty or Wharf",Very Small,,http://www.worldportsource.com/ports/DNK_Arnager_Havn_5012.php
Assens Havn,"55° 16' 9"" N","9° 53' 7"" E",Harbor,Small,DKASN,http://www.worldportsource.com/ports/DNK_Assens_Havn_2966.php
Anholt Havn,"56° 42' 56"" N","11° 30' 39"" E",Harbor,Very Small,,http://www.worldportsource.com/ports/DNK_Anholt_Havn_5014.php
Haven Bandholm,"54° 50' 15"" N","11° 29' 24"" E",Harbor,Very Small,DKBDX,http://www.worldportsource.com/ports/DNK_Haven_Bandholm_4377.php
Port of Allinge,"55° 16' 43"" N","14° 48' 7"" E",Harbor,Small,DKAGE,http://www.worldportsource.com/ports/DNK_Port_of_Allinge_2965.php
Augustenborg Yachthavn,"54° 56' 35"" N","9° 52' 16"" E",Marina,Small,,http://www.worldportsource.com/ports/DNK_Augustenborg_Yachthavn_5022.php
Avernakke Terminal,"55° 17' 51"" N","10° 47' 21"" E","Pier, Jetty or Wharf",Small,,http://www.worldportsource.com/ports/DNK_Avernakke_Terminal_4969.php
Agerso Havn,"55° 12' 39"" N","11° 11' 53"" E",Harbor,Small,,http://www.worldportsource.com/ports/DNK_Agerso_Havn_4978.php
Aeroskobing Havn,"54° 53' 29"" N","10° 24' 43"" E",Harbor,Small,,http://www.worldportsource.com/ports/DNK_Aeroskobing_Havn_2964.php
Aaro Havn,"55° 15' 38"" N","9° 43' 50"" E",Harbor,Very Small,,http://www.worldportsource.com/ports/DNK_Aaro_Havn_4986.php
Port of Aalborg,"57° 3' 40"" N","10° 0' 30"" E",River Port,Medium,DKAAL,http://www.worldportsource.com/ports/DNK_Port_of_Aalborg_674.php
Port of Aabenraa,"55° 2' 28"" N","9° 25' 38"" E",Seaport,Small,DKAAB,http://www.worldportsource.com/ports/DNK_Port_of_Aabenraa_673.php
Aarosund Havn,"55° 15' 45"" N","9° 42' 34"" E",Harbor,Small,,http://www.worldportsource.com/ports/DNK_Aarosund_Havn_4985.php
ADP Nyborg Terminal  *,"55° 17' 56"" N","10° 48' 39"" E",Seaport,Medium,DKNBG,http://www.worldportsource.com/ports/DNK_ADP_Nyborg_Terminal__381.php
Terminal  Fredericia,"55° 33' 29"" N","9° 44' 41"" E",Seaport,Small,DKFRC,http://www.worldportsource.com/ports/DNK_Terminal_Fredericia_581.php
Aalbaek Havn,"57° 35' 32"" N","10° 25' 40"" E",Harbor,Small,,http://www.worldportsource.com/ports/DNK_Aalbaek_Havn_4956.php
Port of Esbjerg *,"55° 27' 56"" N","8° 26' 3"" E",Seaport,Medium,DKEBJ,http://www.worldportsource.com/ports/DNK_Port_of_Esbjerg_563.php
Port of Copenhagen *,"55° 41' 46"" N","12° 36' 48"" E",Seaport,Large,DKCPH,http://www.worldportsource.com/ports/DNK_Port_of_Copenhagen_541.php
Port of Tuborg,"55° 43' 34"" N","12° 35' 4"" E",Seaport,Small,DKTUB,http://www.worldportsource.com/ports/DNK_Port_of_Tuborg_3009.php
N'Kossa Terminal,"5° 16' 0"" S","11° 34' 0"" E",Off-Shore Terminal,Very Small,CGNKO,http://www.worldportsource.com/ports/COG_N_Kossa_Terminal_3918.php
Port of Pointe Noire,"4° 47' 4"" S","11° 49' 58"" E",Harbor,Small,CGPNR,http://www.worldportsource.com/ports/COG_Port_of_Pointe_Noire_2213.php
Port of Yombo,"4° 25' 57"" S","11° 39' 55"" E","Pier, Jetty or Wharf",Very Small,,http://www.worldportsource.com/ports/COG_Port_of_Yombo_3919.php
Djeno Terminal,"4° 55' 21"" S","11° 55' 37"" E",Off-Shore Terminal,Very Small,,http://www.worldportsource.com/ports/COG_Djeno_Terminal_2214.php
Puerto Golfito,"8° 38' 16"" N","83° 10' 0"" W","Pier, Jetty or Wharf",Small,CRGLF,http://www.worldportsource.com/ports/CRI_Puerto_Golfito_1463.php
Puerto de Caldera *,"9° 54' 48"" N","84° 43' 13"" W",Seaport,Medium,CRCAL,http://www.worldportsource.com/ports/CRI_Puerto_de_Caldera_1462.php
Port of Aarhus,"56° 9' 9"" N","10° 13' 41"" E",Seaport,Small,,http://www.worldportsource.com/ports/DNK_Port_of_Aarhus_542.php
Port of Rovinj,"45° 4' 50"" N","13° 38' 9"" E",Harbor,Small,HRROV,http://www.worldportsource.com/ports/HRV_Port_of_Rovinj_4242.php
Port of Rabac,"45° 4' 40"" N","14° 9' 26"" E",Harbor,Small,HRRBC,http://www.worldportsource.com/ports/HRV_Port_of_Rabac_3469.php
Port of Senj,"44° 59' 28"" N","14° 53' 58"" E",Harbor,Small,HRSEN,http://www.worldportsource.com/ports/HRV_Port_of_Senj_4246.php
Port of Rasa,"45° 1' 32"" N","14° 3' 10"" E","Pier, Jetty or Wharf",Very Small,HRRAS,http://www.worldportsource.com/ports/HRV_Port_of_Rasa_4241.php
Port of Pula,"44° 52' 18"" N","13° 50' 8"" E",Seaport,Small,HRPUY,http://www.worldportsource.com/ports/HRV_Port_of_Pula_3468.php
Port of Zadar,"44° 7' 3"" N","15° 13' 15"" E",Seaport,Small,HRZAD,http://www.worldportsource.com/ports/HRV_Port_of_Zadar_1711.php
Porec Harbor,"45° 13' 31"" N","13° 35' 31"" E",Harbor,Small,,http://www.worldportsource.com/ports/HRV_Porec_Harbor_4243.php
Port of Plomin,"45° 7' 44"" N","14° 10' 58"" E","Pier, Jetty or Wharf",Very Small,HRPLM,http://www.worldportsource.com/ports/HRV_Port_of_Plomin_4240.php
Port of Peroj,"44° 57' 20"" N","13° 47' 4"" E",Marina,Small,,http://www.worldportsource.com/ports/HRV_Port_of_Peroj_3472.php
Port of Metkovic,"43° 3' 17"" N","17° 38' 59"" E",River Port,Very Small,HRMET,http://www.worldportsource.com/ports/HRV_Port_of_Metkovic_4239.php
Port of Omis,"43° 26' 35"" N","16° 41' 26"" E",Harbor,Small,,http://www.worldportsource.com/ports/HRV_Port_of_Omis_4235.php
Novigrad Habor,"45° 19' 8"" N","13° 33' 40"" E",Harbor,Small,,http://www.worldportsource.com/ports/HRV_Novigrad_Habor_4244.php
Port of Maslenica,"44° 13' 11"" N","15° 32' 29"" E","Pier, Jetty or Wharf",Small,HRMAS,http://www.worldportsource.com/ports/HRV_Port_of_Maslenica_4238.php
Luka Umag Harbor,"45° 26' 4"" N","13° 31' 6"" E",Harbor,Small,,http://www.worldportsource.com/ports/HRV_Luka_Umag_Harbor_4245.php
Port of Mali Losinj,"44° 32' 18"" N","14° 27' 43"" E",Harbor,Small,,http://www.worldportsource.com/ports/HRV_Port_of_Mali_Losinj_4237.php
Port of Krnica,"44° 57' 10"" N","14° 2' 8"" E",Marina,Small,,http://www.worldportsource.com/ports/HRV_Port_of_Krnica_3476.php
Port of Kuje,"44° 49' 10"" N","13° 58' 29"" E",Marina,Small,,http://www.worldportsource.com/ports/HRV_Port_of_Kuje_3475.php
Port of Kraljevica,"45° 16' 42"" N","14° 33' 34"" E",Seaport,Medium,,http://www.worldportsource.com/ports/HRV_Port_of_Kraljevica_3859.php
Port of Omisalj,"45° 12' 52"" N","14° 32' 35"" E",Seaport,Medium,HROMI,http://www.worldportsource.com/ports/HRV_Port_of_Omisalj_4233.php
Port of Medulin,"44° 49' 2"" N","13° 55' 53"" E",Harbor,Small,,http://www.worldportsource.com/ports/HRV_Port_of_Medulin_3474.php
Port of Korcula,"42° 57' 36"" N","17° 8' 10"" E",Harbor,Small,HRKOR,http://www.worldportsource.com/ports/HRV_Port_of_Korcula_3467.php
Port of Hvar,"43° 10' 6"" N","16° 26' 26"" E",Harbor,Small,HRHVA,http://www.worldportsource.com/ports/HRV_Port_of_Hvar_3466.php
Port of Gazenica,"44° 5' 42"" N","15° 15' 27"" E",Seaport,Small,,http://www.worldportsource.com/ports/HRV_Port_of_Gazenica_4236.php
Port of Dugi Rat,"43° 26' 31"" N","16° 38' 19"" E",Harbor,Small,HRDUR,http://www.worldportsource.com/ports/HRV_Port_of_Dugi_Rat_3465.php
Port of Fazana,"44° 55' 39"" N","13° 48' 6"" E",Harbor,Small,HRFNA,http://www.worldportsource.com/ports/HRV_Port_of_Fazana_3470.php
Port of Brijuni,"44° 55' 3"" N","13° 46' 8"" E",Harbor,Small,,http://www.worldportsource.com/ports/HRV_Port_of_Brijuni_3471.php
Port of Vukovar *,"45° 21' 33"" N","18° 59' 21"" E",River Port,Medium,HRVUK,http://www.worldportsource.com/ports/HRV_Port_of_Vukovar_3175.php
Port of Split *,"43° 30' 54"" N","16° 25' 50"" E",Seaport,Medium,HRSPU,http://www.worldportsource.com/ports/HRV_Port_of_Split_1712.php
Port of Sibenik,"43° 43' 35"" N","15° 53' 47"" E",Seaport,Small,HRSIB,http://www.worldportsource.com/ports/HRV_Port_of_Sibenik_3464.php
Port of Rijeka *,"45° 19' 39"" N","14° 25' 32"" E",Seaport,Medium,HRRJK,http://www.worldportsource.com/ports/HRV_Port_of_Rijeka_862.php
Port of Bakar,"45° 17' 59"" N","14° 32' 42"" E",Seaport,Small,,http://www.worldportsource.com/ports/HRV_Port_of_Bakar_4234.php
Port of Ploce,"43° 2' 34"" N","17° 25' 48"" E",Seaport,Small,HRPLE,http://www.worldportsource.com/ports/HRV_Port_of_Ploce_1713.php
Port of Dubrovnik,"42° 39' 36"" N","18° 4' 55"" E",Seaport,Small,HRDBV,http://www.worldportsource.com/ports/HRV_Port_of_Dubrovnik_1714.php
Port of Tunas de Zaza,"21° 37' 58"" N","79° 33' 5"" W","Pier, Jetty or Wharf",Very Small,CUTDZ,http://www.worldportsource.com/ports/CUB_Port_of_Tunas_de_Zaza_1893.php
Port of Vita,"21° 6' 0"" N","75° 56' 18"" W","Pier, Jetty or Wharf",Very Small,CUVIT,http://www.worldportsource.com/ports/CUB_Port_of_Vita_1894.php
Port of Tanamo,"20° 42' 34"" N","75° 19' 48"" W","Pier, Jetty or Wharf",Very Small,CUTAN,http://www.worldportsource.com/ports/CUB_Port_of_Tanamo_1892.php
Port of Banjole,"44° 49' 16"" N","13° 51' 59"" E",Harbor,Small,,http://www.worldportsource.com/ports/HRV_Port_of_Banjole_3473.php
Puerto de Santa Maria,"21° 24' 44"" N","78° 34' 21"" W","Pier, Jetty or Wharf",Very Small,,http://www.worldportsource.com/ports/CUB_Puerto_de_Santa_Maria_4375.php
Port of Punta Gorda,"20° 37' 35"" N","74° 50' 15"" W",Off-Shore Terminal,Very Small,,http://www.worldportsource.com/ports/CUB_Port_of_Punta_Gorda_1889.php
Port of Preston,"20° 45' 32"" N","75° 39' 26"" W","Pier, Jetty or Wharf",Very Small,,http://www.worldportsource.com/ports/CUB_Port_of_Preston_1887.php
Port of Puerto Padre,"21° 12' 12"" N","76° 35' 44"" W","Pier, Jetty or Wharf",Very Small,CUPPA,http://www.worldportsource.com/ports/CUB_Port_of_Puerto_Padre_1888.php
Port of Pastelillo,"21° 32' 14"" N","77° 15' 44"" W","Pier, Jetty or Wharf",Very Small,CUPAS,http://www.worldportsource.com/ports/CUB_Port_of_Pastelillo_1886.php
Port of Palo Alto,"21° 35' 51"" N","78° 58' 27"" W","Pier, Jetty or Wharf",Very Small,CUPAL,http://www.worldportsource.com/ports/CUB_Port_of_Palo_Alto_1885.php
Port of Nueva Gerona,"21° 54' 12"" N","82° 47' 56"" W",Seaport,Small,CUGER,http://www.worldportsource.com/ports/CUB_Port_of_Nueva_Gerona_1883.php
Port of Santa Cruz del Sur,"20° 42' 5"" N","77° 58' 48"" W",Harbor,Small,CUSCS,http://www.worldportsource.com/ports/CUB_Port_of_Santa_Cruz_del_Sur_1890.php
Port of Nicaro,"20° 42' 48"" N","75° 33' 5"" W",Seaport,Small,CUICR,http://www.worldportsource.com/ports/CUB_Port_of_Nicaro_1882.php
Port of Moa,"20° 39' 22"" N","74° 54' 30"" W",Seaport,Small,CUMOA,http://www.worldportsource.com/ports/CUB_Port_of_Moa_1881.php
Port of Manati,"21° 21' 21"" N","76° 49' 23"" W","Pier, Jetty or Wharf",Very Small,CUMNT,http://www.worldportsource.com/ports/CUB_Port_of_Manati_1877.php
Port of Macabi,"20° 54' 11"" N","75° 43' 26"" W","Pier, Jetty or Wharf",Very Small,,http://www.worldportsource.com/ports/CUB_Port_of_Macabi_1876.php
Port of Jucaro,"21° 37' 6"" N","78° 51' 16"" W","Pier, Jetty or Wharf",Very Small,CUJUC,http://www.worldportsource.com/ports/CUB_Port_of_Jucaro_1875.php
Port of Isabela de Sagua,"22° 56' 25"" N","80° 0' 43"" W","Pier, Jetty or Wharf",Very Small,CUIDS,http://www.worldportsource.com/ports/CUB_Port_of_Isabela_de_Sagua_1874.php
Port of Nuevitas,"21° 33' 47"" N","77° 14' 35"" W","Pier, Jetty or Wharf",Small,CUNVT,http://www.worldportsource.com/ports/CUB_Port_of_Nuevitas_1884.php
Port of Guantanamo,"19° 59' 32"" N","75° 9' 2"" W","Pier, Jetty or Wharf",Small,,http://www.worldportsource.com/ports/CUB_Port_of_Guantanamo_1872.php
Port of Felton,"20° 44' 20"" N","75° 35' 43"" W","Pier, Jetty or Wharf",Very Small,,http://www.worldportsource.com/ports/CUB_Port_of_Felton_1871.php
Port of Cienfuegos,"22° 8' 24"" N","80° 27' 21"" W",Seaport,Medium,CUCFG,http://www.worldportsource.com/ports/CUB_Port_of_Cienfuegos_1870.php
Port of Casilda,"21° 45' 12"" N","79° 59' 29"" W","Pier, Jetty or Wharf",Very Small,CUCAS,http://www.worldportsource.com/ports/CUB_Port_of_Casilda_1869.php
Port of Cardenas,"23° 2' 55"" N","81° 11' 45"" W","Pier, Jetty or Wharf",Small,CUCAR,http://www.worldportsource.com/ports/CUB_Port_of_Cardenas_1868.php
Port of Caibarien,"22° 31' 45"" N","79° 28' 15"" W","Pier, Jetty or Wharf",Small,CUCAI,http://www.worldportsource.com/ports/CUB_Port_of_Caibarien_1867.php
Port of Guayabal,"20° 41' 11"" N","77° 37' 3"" W","Pier, Jetty or Wharf",Very Small,CUGYB,http://www.worldportsource.com/ports/CUB_Port_of_Guayabal_1873.php
Port of Baracoa,"20° 21' 11"" N","74° 30' 13"" W",Harbor,Small,CUBCA,http://www.worldportsource.com/ports/CUB_Port_of_Baracoa_1864.php
Port of Antilla,"20° 49' 54"" N","75° 44' 20"" W",Harbor,Small,CUANT,http://www.worldportsource.com/ports/CUB_Port_of_Antilla_1861.php
Port of Santiago de Cuba,"20° 0' 6"" N","75° 51' 38"" W",Seaport,Large,CUSCU,http://www.worldportsource.com/ports/CUB_Port_of_Santiago_de_Cuba_1860.php
Port of Boca Grande,"21° 31' 59"" N","78° 39' 4"" W","Pier, Jetty or Wharf",Very Small,CUBOG,http://www.worldportsource.com/ports/CUB_Port_of_Boca_Grande_1865.php
Port of Matanzas,"23° 3' 5"" N","81° 32' 21"" W",Harbor,Small,CUQMA,http://www.worldportsource.com/ports/CUB_Port_of_Matanzas_1880.php
Port of Bahia Honda,"22° 58' 14"" N","83° 10' 3"" W","Pier, Jetty or Wharf",Very Small,CUBHO,http://www.worldportsource.com/ports/CUB_Port_of_Bahia_Honda_1862.php
Port of Banes,"20° 55' 9"" N","75° 42' 19"" W","Pier, Jetty or Wharf",Very Small,CUBAN,http://www.worldportsource.com/ports/CUB_Port_of_Banes_1863.php
Port of Cabanas,"22° 59' 2"" N","83° 0' 40"" W","Pier, Jetty or Wharf",Very Small,CUCAB,http://www.worldportsource.com/ports/CUB_Port_of_Cabanas_1866.php
Port of Mariel,"23° 0' 23"" N","82° 45' 34"" W",Harbor,Small,CUMAR,http://www.worldportsource.com/ports/CUB_Port_of_Mariel_1879.php
Port of Manzanillo,"20° 20' 15"" N","77° 8' 1"" W","Pier, Jetty or Wharf",Small,CUMZO,http://www.worldportsource.com/ports/CUB_Port_of_Manzanillo_1878.php
Port of Santa Lucia,"22° 40' 21"" N","83° 58' 3"" W","Pier, Jetty or Wharf",Very Small,,http://www.worldportsource.com/ports/CUB_Port_of_Santa_Lucia_1891.php
Port of Usti nad Labem,"50° 39' 12"" N","14° 3' 28"" E",River Port,Small,,http://www.worldportsource.com/ports/CZE_Port_of_Usti_nad_Labem_5264.php
Port of Prague,"50° 4' 48"" N","14° 25' 42"" E",River Port,Small,,http://www.worldportsource.com/ports/CZE_Port_of_Prague_5265.php
Port of Havana *,"23° 7' 57"" N","82° 20' 31"" W",Seaport,Large,,http://www.worldportsource.com/ports/CUB_Port_of_Havana_1859.php
Port of Mina Salman *,"26° 11' 55"" N","50° 36' 43"" E",Seaport,Medium,BHMIN,http://www.worldportsource.com/ports/BHR_Port_of_Mina_Salman_1595.php
Port of Sitra,"26° 9' 31"" N","50° 39' 50"" E","Pier, Jetty or Wharf",Small,BHSIT,http://www.worldportsource.com/ports/BHR_Port_of_Sitra_1596.php
Port of Chittagong *,"22° 16' 8"" N","91° 49' 52"" E",Seaport,Medium,BDCGP,http://www.worldportsource.com/ports/BGD_Port_of_Chittagong_2102.php
Port of Khulna,"22° 47' 30"" N","89° 35' 3"" E",River Port,Small,BDKHL,http://www.worldportsource.com/ports/BGD_Port_of_Khulna_2105.php
Port of Mongla,"22° 29' 13"" N","89° 35' 15"" E",River Port,Small,BDMGL,http://www.worldportsource.com/ports/BGD_Port_of_Mongla_2103.php
Port of Chalna,"22° 36' 5"" N","89° 31' 33"" E",River Port,Small,BDCHL,http://www.worldportsource.com/ports/BGD_Port_of_Chalna_2104.php
Port of Baku *,"40° 20' 52"" N","49° 52' 35"" E",Seaport,Large,AZBAK,http://www.worldportsource.com/ports/AZE_Port_of_Baku_2192.php
Port of Oranjestad *,"12° 31' 12"" N","70° 2' 31"" W",Deepwater Seaport,Medium,AWORJ,http://www.worldportsource.com/ports/ABW_Port_of_Oranjestad_125.php
Port of Barcadera,"12° 28' 47"" N","69° 59' 51"" W",Harbor,Small,AWBAR,http://www.worldportsource.com/ports/ABW_Port_of_Barcadera_1316.php
Port of Bridgetown,"13° 6' 25"" N","59° 37' 42"" W",Harbor,Small,BBBGI,http://www.worldportsource.com/ports/BRB_Port_of_Bridgetown_139.php
Saint John's Harbour,"17° 7' 22"" N","61° 51' 13"" W",Harbor,Small,,http://www.worldportsource.com/ports/ATG_Saint_John_s_Harbour_1594.php
Port of Mazyr,"52° 3' 23"" N","29° 14' 56"" E",River Port,Small,,http://www.worldportsource.com/ports/BLR_Port_of_Mazyr_3888.php
Port of Linz *,"48° 18' 16"" N","14° 19' 34"" E",River Port,Medium,ATLNZ,http://www.worldportsource.com/ports/AUT_Port_of_Linz_2858.php
Port of Krems *,"48° 24' 13"" N","15° 38' 42"" E",River Port,Medium,ATKRE,http://www.worldportsource.com/ports/AUT_Port_of_Krems_2857.php
Port of South Riding Point,"26° 37' 25"" N","78° 13' 37"" W","Pier, Jetty or Wharf",Very Small,BSSRP,http://www.worldportsource.com/ports/BHS_Port_of_South_Riding_Point_1322.php
Port of Vienna *,"48° 13' 51"" N","16° 23' 59"" E",River Port,Medium,,http://www.worldportsource.com/ports/AUT_Port_of_Vienna_2859.php
Port of San Nicolas *,"12° 26' 15"" N","69° 55' 39"" W",Harbor,Medium,AWSNL,http://www.worldportsource.com/ports/ABW_Port_of_San_Nicolas_1320.php
